algorithm,seed,episode,global_step,episode_return,episode_steps,success,collision,epsilon,mean_loss,mean_q
ddqn,2026,138,1117,-10.03,3,0,1,0.9823141666666667,,
ddqn,2026,139,1119,-10.02,2,0,1,0.9822825,,
ddqn,2026,140,1130,-10.11,11,0,1,0.9821083333333334,,
ddqn,2026,141,1147,-10.17,17,0,1,0.9818391666666667,,
ddqn,2026,142,1159,-10.12,12,0,1,0.9816491666666667,,
ddqn,2026,143,1174,-10.15,15,0,1,0.9814116666666667,,
ddqn,2026,144,1176,-10.02,2,0,1,0.98138,,
ddqn,2026,145,1180,-10.04,4,0,1,0.9813166666666666,,
ddqn,2026,146,1184,-10.04,4,0,1,0.9812533333333333,,
ddqn,2026,147,1190,-10.06,6,0,1,0.9811583333333334,,
ddqn,2026,148,1197,-10.07,7,0,1,0.9810475,,
ddqn,2026,149,1206,-10.09,9,0,1,0.980905,,
ddqn,2026,150,1211,-10.049999999999999,5,0,1,0.9808258333333333,,
ddqn,2026,151,1215,-10.04,4,0,1,0.9807625,,
ddqn,2026,152,1248,-10.33,33,0,1,0.98024,,
ddqn,2026,153,1277,-10.29,29,0,1,0.9797808333333333,,
ddqn,2026,154,1309,-10.32,32,0,1,0.9792741666666667,,
ddqn,2026,155,1312,-10.03,3,0,1,0.9792266666666667,,
ddqn,2026,156,1327,-10.15,15,0,1,0.9789891666666667,,
ddqn,2026,157,1329,-10.02,2,0,1,0.9789575,,
ddqn,2026,158,1331,-10.02,2,0,1,0.9789258333333334,,
ddqn,2026,159,1343,-10.12,12,0,1,0.9787358333333334,,
ddqn,2026,160,1367,-10.24,24,0,1,0.9783558333333333,,
ddqn,2026,161,1379,-10.12,12,0,1,0.9781658333333333,,
ddqn,2026,162,1383,-10.04,4,0,1,0.9781025,,
ddqn,2026,163,1393,-10.1,10,0,1,0.9779441666666666,,
ddqn,2026,164,1409,-10.16,16,0,1,0.9776908333333333,,
ddqn,2026,165,1430,-10.209999999999999,21,0,1,0.9773583333333333,,
ddqn,2026,166,1438,-10.08,8,0,1,0.9772316666666667,,
ddqn,2026,167,1458,-10.2,20,0,1,0.976915,,
ddqn,2026,168,1463,-10.049999999999999,5,0,1,0.9768358333333333,,
ddqn,2026,169,1469,-10.06,6,0,1,0.9767408333333334,,
ddqn,2026,170,1474,-10.049999999999999,5,0,1,0.9766616666666667,,
ddqn,2026,171,1482,-10.08,8,0,1,0.976535,,
ddqn,2026,172,1495,-10.129999999999999,13,0,1,0.9763291666666667,,
ddqn,2026,173,1506,-10.11,11,0,1,0.976155,,
ddqn,2026,174,1529,-10.23,23,0,1,0.9757908333333334,,
ddqn,2026,175,1535,-10.06,6,0,1,0.9756958333333333,,
ddqn,2026,176,1538,-10.03,3,0,1,0.9756483333333333,,
ddqn,2026,177,1541,-10.03,3,0,1,0.9756008333333334,,
ddqn,2026,178,1545,-10.04,4,0,1,0.9755375,,
ddqn,2026,179,1567,-10.22,22,0,1,0.9751891666666667,,
ddqn,2026,180,1574,-10.07,7,0,1,0.9750783333333334,,
ddqn,2026,181,1576,-10.02,2,0,1,0.9750466666666666,,
ddqn,2026,182,1580,-10.04,4,0,1,0.9749833333333333,,
ddqn,2026,183,1612,-10.32,32,0,1,0.9744766666666667,,
ddqn,2026,184,1617,-10.049999999999999,5,0,1,0.9743975,,
ddqn,2026,185,1620,-10.03,3,0,1,0.97435,,
ddqn,2026,186,1626,-10.06,6,0,1,0.974255,,
ddqn,2026,187,1632,-10.06,6,0,1,0.97416,,
ddqn,2026,188,1636,-10.04,4,0,1,0.9740966666666666,,
ddqn,2026,189,1648,-10.12,12,0,1,0.9739066666666667,,
ddqn,2026,190,1649,-10.01,1,0,1,0.9738908333333334,,
ddqn,2026,191,1658,-10.09,9,0,1,0.9737483333333333,,
ddqn,2026,192,1673,-10.15,15,0,1,0.9735108333333333,,
ddqn,2026,193,1705,-10.32,32,0,1,0.9730041666666667,,
ddqn,2026,194,1710,-10.049999999999999,5,0,1,0.972925,,
ddqn,2026,195,1717,-10.07,7,0,1,0.9728141666666666,,
ddqn,2026,196,1737,-10.2,20,0,1,0.9724975,,
ddqn,2026,197,1740,-10.03,3,0,1,0.97245,,
ddqn,2026,198,1742,-10.02,2,0,1,0.9724183333333334,,
ddqn,2026,199,1744,-10.02,2,0,1,0.9723866666666666,,
ddqn,2026,200,1745,-10.01,1,0,1,0.9723708333333333,,
ddqn,2026,201,1748,-10.03,3,0,1,0.9723233333333333,,
ddqn,2026,202,1750,-10.02,2,0,1,0.9722916666666667,,
ddqn,2026,203,1761,-10.11,11,0,1,0.9721175,,
ddqn,2026,204,1771,-10.1,10,0,1,0.9719591666666667,,
ddqn,2026,205,1781,-10.1,10,0,1,0.9718008333333333,,
ddqn,2026,206,1783,-10.02,2,0,1,0.9717691666666667,,
ddqn,2026,207,1792,-10.09,9,0,1,0.9716266666666666,,
ddqn,2026,208,1802,-10.1,10,0,1,0.9714683333333334,,
ddqn,2026,209,1803,-10.01,1,0,1,0.9714525,,
ddqn,2026,210,1805,-10.02,2,0,1,0.9714208333333333,,
ddqn,2026,211,1827,-10.22,22,0,1,0.9710725,,
ddqn,2026,212,1846,-10.19,19,0,1,0.9707716666666667,,
ddqn,2026,213,1854,-10.08,8,0,1,0.970645,,
ddqn,2026,214,1863,-10.09,9,0,1,0.9705025,,
ddqn,2026,215,1865,-10.02,2,0,1,0.9704708333333333,,
ddqn,2026,216,1873,-10.08,8,0,1,0.9703441666666667,,
ddqn,2026,217,1880,-10.07,7,0,1,0.9702333333333333,,
ddqn,2026,218,1882,-10.02,2,0,1,0.9702016666666666,,
ddqn,2026,219,1892,-10.1,10,0,1,0.9700433333333334,,
ddqn,2026,220,1911,-10.19,19,0,1,0.9697425,,
ddqn,2026,221,1913,-10.02,2,0,1,0.9697108333333333,,
ddqn,2026,222,1923,-10.1,10,0,1,0.9695525,,
ddqn,2026,223,1948,-10.25,25,0,1,0.9691566666666667,,
ddqn,2026,224,1951,-10.03,3,0,1,0.9691091666666667,,
ddqn,2026,225,1960,-10.09,9,0,1,0.9689666666666666,,
ddqn,2026,226,1977,-10.17,17,0,1,0.9686975,,
ddqn,2026,227,1987,-10.1,10,0,1,0.9685391666666666,,
ddqn,2026,228,2007,-10.2,20,0,1,0.9682225,1.2714117169380188,-0.0019340002909302711
ddqn,2026,229,2008,-10.01,1,0,1,0.9682066666666667,1.317786455154419,-0.048803262412548065
ddqn,2026,230,2013,-10.049999999999999,5,0,1,0.9681275,0.7287153005599976,-0.06705231964588165
ddqn,2026,231,2017,-10.04,4,0,1,0.9680641666666666,0.44511348009109497,-0.11863885819911957
ddqn,2026,232,2019,-10.02,2,0,1,0.9680325,,
ddqn,2026,233,2028,-10.09,9,0,1,0.96789,0.9573765198389689,-0.16711349288622537
ddqn,2026,234,2029,-10.01,1,0,1,0.9678741666666667,,
ddqn,2026,235,2062,-10.33,33,0,1,0.9673516666666667,1.061702899634838,-0.2389987800270319
ddqn,2026,236,2066,-10.04,4,0,1,0.9672883333333333,1.263924241065979,-0.13939493894577026
ddqn,2026,237,2103,-10.37,37,0,1,0.9667025,1.1774867574373882,-0.2379812631342146
ddqn,2026,238,2110,-10.07,7,0,1,0.9665916666666666,1.593918800354004,-0.348215714097023
ddqn,2026,239,2131,-10.209999999999999,21,0,1,0.9662591666666667,0.8645985066890717,-0.26730177998542787
ddqn,2026,240,2149,-10.18,18,0,1,0.9659741666666667,0.9177123665809631,-0.12744851559400558
ddqn,2026,241,2154,-10.049999999999999,5,0,1,0.965895,1.1318295001983643,-0.10902445763349533
ddqn,2026,242,2162,-10.08,8,0,1,0.9657683333333333,1.0244977176189423,-0.1831437423825264
ddqn,2026,243,2166,-10.04,4,0,1,0.965705,1.3579280376434326,-0.25737035274505615
ddqn,2026,244,2171,-10.049999999999999,5,0,1,0.9656258333333333,1.2529319524765015,-0.3158939480781555
ddqn,2026,245,2174,-10.03,3,0,1,0.9655783333333333,0.5839953422546387,-0.3059566617012024
ddqn,2026,246,2177,-10.03,3,0,1,0.9655308333333333,1.2809793949127197,-0.44238007068634033
ddqn,2026,247,2179,-10.02,2,0,1,0.9654991666666667,,
ddqn,2026,248,2184,-10.049999999999999,5,0,1,0.96542,1.2179776728153229,-0.4108321815729141
ddqn,2026,249,2186,-10.02,2,0,1,0.9653883333333333,,
ddqn,2026,250,2189,-10.03,3,0,1,0.9653408333333333,1.5018609762191772,-0.4688856601715088
ddqn,2026,251,2204,-10.15,15,0,1,0.9651033333333333,0.9768792390823364,-0.4137389063835144
ddqn,2026,252,2208,-10.04,4,0,1,0.96504,0.773221492767334,-0.2939460277557373
ddqn,2026,253,2210,-10.02,2,0,1,0.9650083333333334,,
ddqn,2026,254,2213,-10.03,3,0,1,0.9649608333333334,0.666978120803833,-0.2825472354888916
ddqn,2026,255,2219,-10.06,6,0,1,0.9648658333333333,0.9083309769630432,-0.35308676958084106
ddqn,2026,256,2238,-10.19,19,0,1,0.964565,0.7219130098819733,-0.3238867461681366
ddqn,2026,257,2240,-10.02,2,0,1,0.9645333333333334,0.40408098697662354,-0.17001909017562866
ddqn,2026,258,2258,-10.18,18,0,1,0.9642483333333334,0.7781504169106483,-0.4069906175136566
ddqn,2026,259,2266,-10.08,8,0,1,0.9641216666666667,0.8813633918762207,-0.8080375790596008
ddqn,2026,260,2294,-10.28,28,0,1,0.9636783333333333,0.8529437780380249,-0.6402513959578106
ddqn,2026,261,2297,-10.03,3,0,1,0.9636308333333333,0.7222653031349182,-0.7208118438720703
ddqn,2026,262,2300,-10.03,3,0,1,0.9635833333333333,0.8287227749824524,-0.8725149631500244
ddqn,2026,263,2310,-10.1,10,0,1,0.963425,0.6540276408195496,-1.1210935711860657
ddqn,2026,264,2313,-10.03,3,0,1,0.9633775,0.546820878982544,-1.5541075468063354
ddqn,2026,265,2377,-10.64,64,0,1,0.9623641666666667,0.5533011546358466,-1.0520227812230587
ddqn,2026,266,2390,-10.129999999999999,13,0,1,0.9621583333333333,0.4552744925022125,-0.715531051158905
ddqn,2026,267,2396,-10.06,6,0,1,0.9620633333333334,0.5119228065013885,-0.6732995510101318
ddqn,2026,268,2447,-10.51,51,0,1,0.9612558333333333,0.4618559579054515,-0.8380290493369102
ddqn,2026,269,2473,-10.26,26,0,1,0.9608441666666667,0.34494965842791964,-1.0714700307164873
ddqn,2026,270,2479,-10.06,6,0,1,0.9607491666666667,0.49927300214767456,-0.47574302554130554
ddqn,2026,271,2491,-10.12,12,0,1,0.9605591666666666,0.43992095192273456,-0.35734133919080097
ddqn,2026,272,2498,-10.07,7,0,1,0.9604483333333333,0.35821308195590973,-0.4868145138025284
ddqn,2026,273,2511,-10.129999999999999,13,0,1,0.9602425,0.40982945760091144,-0.792793889840444
ddqn,2026,274,2520,-10.09,9,0,1,0.9601,0.532206783692042,-0.940687894821167
ddqn,2026,275,2527,-10.07,7,0,1,0.9599891666666667,0.37302500009536743,-1.3396973609924316
ddqn,2026,276,2530,-10.03,3,0,1,0.9599416666666667,0.7520245313644409,-0.8070359826087952
ddqn,2026,277,2532,-10.02,2,0,1,0.95991,0.20531727373600006,-0.6288742423057556
ddqn,2026,278,2540,-10.08,8,0,1,0.9597833333333333,0.5628169178962708,-0.8100278973579407
ddqn,2026,279,2543,-10.03,3,0,1,0.9597358333333333,,
ddqn,2026,280,2580,-10.37,37,0,1,0.95915,0.3586682125926018,-0.8743819892406464
ddqn,2026,281,2583,-10.03,3,0,1,0.9591025,,
ddqn,2026,282,2595,-10.12,12,0,1,0.9589125000000001,0.4286143680413564,-1.0102787812550862
ddqn,2026,283,2599,-10.04,4,0,1,0.9588491666666666,0.4948175251483917,-0.14381593465805054
ddqn,2026,284,2602,-10.03,3,0,1,0.9588016666666667,0.20494982600212097,-0.7282512187957764
ddqn,2026,285,2604,-10.02,2,0,1,0.95877,0.346504271030426,-0.5629225969314575
ddqn,2026,286,2606,-10.02,2,0,1,0.9587383333333334,,
ddqn,2026,287,2648,-10.42,42,0,1,0.9580733333333333,0.4232106561010534,-0.6602189920165322
ddqn,2026,288,2656,-10.08,8,0,1,0.9579466666666667,0.2616629432886839,-0.6034643650054932
ddqn,2026,289,2667,-10.11,11,0,1,0.9577725,0.3138359934091568,-0.819373369216919
ddqn,2026,290,2668,-10.01,1,0,1,0.9577566666666667,0.6238754391670227,-0.9065432548522949
ddqn,2026,291,2683,-10.15,15,0,1,0.9575191666666667,0.32026810695727664,-1.1906527280807495
ddqn,2026,292,2685,-10.02,2,0,1,0.9574875,0.43929970264434814,-0.4825248122215271
ddqn,2026,293,2687,-10.02,2,0,1,0.9574558333333333,,
ddqn,2026,294,2696,-10.09,9,0,1,0.9573133333333333,0.2238315393527349,-0.689801037311554
ddqn,2026,295,2701,-10.049999999999999,5,0,1,0.9572341666666666,0.20064251124858856,-1.5052165985107422
ddqn,2026,296,2719,-10.18,18,0,1,0.9569491666666666,0.48973456770181656,-0.9505585879087448
ddqn,2026,297,2731,-10.12,12,0,1,0.9567591666666667,0.49646198749542236,-1.1138585011164348
ddqn,2026,298,2748,-10.17,17,0,1,0.95649,0.3194466844201088,-0.7792437732219696
ddqn,2026,299,2754,-10.06,6,0,1,0.956395,0.31905555725097656,-0.8995146751403809
ddqn,2026,300,2759,-10.049999999999999,5,0,1,0.9563158333333334,0.5757111310958862,-0.8224853873252869
ddqn,2026,301,2772,-10.129999999999999,13,0,1,0.95611,0.3030501129105687,-0.6636034697294235
ddqn,2026,302,2795,-10.23,23,0,1,0.9557458333333333,0.3335129410028458,-1.0468943238258361
ddqn,2026,303,2798,-10.03,3,0,1,0.9556983333333333,0.21026599407196045,-0.948438823223114
ddqn,2026,304,2803,-10.049999999999999,5,0,1,0.9556191666666667,0.17336060106754303,-0.9343691468238831
ddqn,2026,305,2806,-10.03,3,0,1,0.9555716666666667,0.04459342360496521,-0.5599205493927002
ddqn,2026,306,2813,-10.07,7,0,1,0.9554608333333333,0.19085038267076015,-0.9492367506027222
ddqn,2026,307,2815,-10.02,2,0,1,0.9554291666666667,,
ddqn,2026,308,2818,-10.03,3,0,1,0.9553816666666667,0.19698621332645416,-0.8140000104904175
ddqn,2026,309,2820,-10.02,2,0,1,0.95535,0.37888628244400024,-1.4554482698440552
ddqn,2026,310,2852,-10.32,32,0,1,0.9548433333333334,0.47308196872472763,-0.8314132243394852
ddqn,2026,311,2866,-10.14,14,0,1,0.9546216666666667,0.42303478717803955,-1.0152117212613423
ddqn,2026,312,2867,-10.01,1,0,1,0.9546058333333334,,
ddqn,2026,313,2871,-10.04,4,0,1,0.9545425,0.19753916561603546,-0.5866670608520508
ddqn,2026,314,2877,-10.06,6,0,1,0.9544475,0.40014350414276123,-0.7351543605327606
ddqn,2026,315,2880,-10.03,3,0,1,0.9544,0.17658631503582,-0.468082994222641
ddqn,2026,316,2883,-10.03,3,0,1,0.9543525,,
ddqn,2026,317,2887,-10.04,4,0,1,0.9542891666666666,0.18393546342849731,-0.5953654646873474
ddqn,2026,318,2893,-10.06,6,0,1,0.9541941666666667,0.3239814564585686,-0.5838239789009094
ddqn,2026,319,2895,-10.02,2,0,1,0.9541625,,
ddqn,2026,320,2899,-10.04,4,0,1,0.9540991666666667,0.02535254880785942,-0.7076820135116577
ddqn,2026,321,2908,-10.09,9,0,1,0.9539566666666667,0.2756435548265775,-0.7525420784950256
ddqn,2026,322,2911,-10.03,3,0,1,0.9539091666666667,,
ddqn,2026,323,2913,-10.02,2,0,1,0.9538775,0.44671157002449036,-1.1443639993667603
ddqn,2026,324,2927,-10.14,14,0,1,0.9536558333333334,0.4251326223214467,-0.9859985907872518
ddqn,2026,325,2945,-10.18,18,0,1,0.9533708333333333,0.37053017020225526,-0.9059904932975769
ddqn,2026,326,2949,-10.04,4,0,1,0.9533075,0.3862578272819519,-0.5274502038955688
ddqn,2026,327,2950,-10.01,1,0,1,0.9532916666666666,,
ddqn,2026,328,2957,-10.07,7,0,1,0.9531808333333334,0.2272079437971115,-0.8163484930992126
ddqn,2026,329,2965,-10.08,8,0,1,0.9530541666666666,0.2531728446483612,-1.1623424887657166
ddqn,2026,330,2977,-10.12,12,0,1,0.9528641666666666,0.3735300687452157,-0.9177965323130289
ddqn,2026,331,2998,-10.209999999999999,21,0,1,0.9525316666666667,0.24988472163677217,-0.7306319177150726
ddqn,2026,332,3004,-10.06,6,0,1,0.9524366666666667,0.21526241768151522,-0.8793090283870697
ddqn,2026,333,3009,-10.049999999999999,5,0,1,0.9523575,0.24775031208992004,-0.6706802845001221
ddqn,2026,334,3015,-10.06,6,0,1,0.9522625,0.7022890448570251,-0.5291454792022705
ddqn,2026,335,3019,-10.04,4,0,1,0.9521991666666667,0.16351278126239777,-0.9917781352996826
ddqn,2026,336,3031,-10.12,12,0,1,0.9520091666666667,0.25542162358760834,-0.9147795041402181
ddqn,2026,337,3037,-10.06,6,0,1,0.9519141666666666,0.27699650824069977,-0.5867779552936554
ddqn,2026,338,3069,-10.32,32,0,1,0.9514075,0.33090855134651065,-0.9507579356431961
ddqn,2026,339,3071,-10.02,2,0,1,0.9513758333333333,,
ddqn,2026,340,3075,-10.04,4,0,1,0.9513125,0.2718273997306824,-0.36212167143821716
ddqn,2026,341,3080,-10.049999999999999,5,0,1,0.9512333333333334,0.31221847981214523,-0.6860867440700531
ddqn,2026,342,3086,-10.06,6,0,1,0.9511383333333333,0.15905049443244934,-0.7632612586021423
ddqn,2026,343,3089,-10.03,3,0,1,0.9510908333333333,0.5441208481788635,-0.7031196355819702
ddqn,2026,344,3112,-10.23,23,0,1,0.9507266666666667,0.27392588555812836,-0.9059382230043411
ddqn,2026,345,3135,-10.23,23,0,1,0.9503625,0.27029249370098113,-0.5310409486293792
ddqn,2026,346,3137,-10.02,2,0,1,0.9503308333333333,0.5688868761062622,-1.1060285568237305
ddqn,2026,347,3143,-10.06,6,0,1,0.9502358333333334,0.18431240320205688,-0.6141936182975769
ddqn,2026,348,3193,-10.5,50,0,1,0.9494441666666666,0.3911414358478326,-0.8381271981275998
ddqn,2026,349,3213,-10.2,20,0,1,0.9491275,0.3314273163676262,-0.7599215269088745
ddqn,2026,350,3238,-10.25,25,0,1,0.9487316666666666,0.3697141918043296,-0.8154208660125732
ddqn,2026,351,3243,-10.049999999999999,5,0,1,0.9486525,0.2081540822982788,-0.7312910556793213
ddqn,2026,352,3251,-10.08,8,0,1,0.9485258333333333,0.2921859696507454,-1.0948025584220886
ddqn,2026,353,3257,-10.06,6,0,1,0.9484308333333333,0.2536105439066887,-0.6222371757030487
