algorithm,seed,episode,global_step,episode_return,episode_steps,success,collision,epsilon,mean_loss,mean_q
dqn,2026,96,814,-10.04,4,0,1,0.9871116666666667,,
dqn,2026,97,822,-10.08,8,0,1,0.986985,,
dqn,2026,98,825,-10.03,3,0,1,0.9869375,,
dqn,2026,99,845,-10.2,20,0,1,0.9866208333333333,,
dqn,2026,100,848,-10.03,3,0,1,0.9865733333333333,,
dqn,2026,101,851,-10.03,3,0,1,0.9865258333333333,,
dqn,2026,102,869,-10.18,18,0,1,0.9862408333333333,,
dqn,2026,103,875,-10.06,6,0,1,0.9861458333333334,,
dqn,2026,104,881,-10.06,6,0,1,0.9860508333333333,,
dqn,2026,105,883,-10.02,2,0,1,0.9860191666666667,,
dqn,2026,106,891,-10.08,8,0,1,0.9858925,,
dqn,2026,107,894,-10.03,3,0,1,0.985845,,
dqn,2026,108,901,-10.07,7,0,1,0.9857341666666667,,
dqn,2026,109,904,-10.03,3,0,1,0.9856866666666667,,
dqn,2026,110,906,-10.02,2,0,1,0.985655,,
dqn,2026,111,911,-10.049999999999999,5,0,1,0.9855758333333333,,
dqn,2026,112,917,-10.06,6,0,1,0.9854808333333334,,
dqn,2026,113,919,-10.02,2,0,1,0.9854491666666667,,
dqn,2026,114,925,-10.06,6,0,1,0.9853541666666666,,
dqn,2026,115,928,-10.03,3,0,1,0.9853066666666667,,
dqn,2026,116,937,-10.09,9,0,1,0.9851641666666666,,
dqn,2026,117,953,-10.16,16,0,1,0.9849108333333333,,
dqn,2026,118,955,-10.02,2,0,1,0.9848791666666666,,
dqn,2026,119,965,-10.1,10,0,1,0.9847208333333334,,
dqn,2026,120,990,-10.25,25,0,1,0.984325,,
dqn,2026,121,1004,-10.14,14,0,1,0.9841033333333333,,
dqn,2026,122,1009,-10.049999999999999,5,0,1,0.9840241666666667,,
dqn,2026,123,1015,-10.06,6,0,1,0.9839291666666666,,
dqn,2026,124,1021,-10.06,6,0,1,0.9838341666666667,,
dqn,2026,125,1030,-10.09,9,0,1,0.9836916666666666,,
dqn,2026,126,1045,-10.15,15,0,1,0.9834541666666666,,
dqn,2026,127,1065,-10.2,20,0,1,0.9831375,,
dqn,2026,128,1079,-10.14,14,0,1,0.9829158333333333,,
dqn,2026,129,1082,-10.03,3,0,1,0.9828683333333333,,
dqn,2026,130,1084,-10.02,2,0,1,0.9828366666666667,,
dqn,2026,131,1085,-10.01,1,0,1,0.9828208333333334,,
dqn,2026,132,1087,-10.02,2,0,1,0.9827891666666667,,
dqn,2026,133,1096,-10.09,9,0,1,0.9826466666666667,,
dqn,2026,134,1098,-10.02,2,0,1,0.982615,,
dqn,2026,135,1109,-10.11,11,0,1,0.9824408333333333,,
dqn,2026,136,1112,-10.03,3,0,1,0.9823933333333333,,
dqn,2026,137,1114,-10.02,2,0,1,0.9823616666666667,,
dqn,2026,138,1117,-10.03,3,0,1,0.9823141666666667,,
dqn,2026,139,1119,-10.02,2,0,1,0.9822825,,
dqn,2026,140,1130,-10.11,11,0,1,0.9821083333333334,,
dqn,2026,141,1147,-10.17,17,0,1,0.9818391666666667,,
dqn,2026,142,1159,-10.12,12,0,1,0.9816491666666667,,
dqn,2026,143,1174,-10.15,15,0,1,0.9814116666666667,,
dqn,2026,144,1176,-10.02,2,0,1,0.98138,,
dqn,2026,145,1180,-10.04,4,0,1,0.9813166666666666,,
dqn,2026,146,1184,-10.04,4,0,1,0.9812533333333333,,
dqn,2026,147,1190,-10.06,6,0,1,0.9811583333333334,,
dqn,2026,148,1197,-10.07,7,0,1,0.9810475,,
dqn,2026,149,1206,-10.09,9,0,1,0.980905,,
dqn,2026,150,1211,-10.049999999999999,5,0,1,0.9808258333333333,,
dqn,2026,151,1215,-10.04,4,0,1,0.9807625,,
dqn,2026,152,1248,-10.33,33,0,1,0.98024,,
dqn,2026,153,1277,-10.29,29,0,1,0.9797808333333333,,
dqn,2026,154,1309,-10.32,32,0,1,0.9792741666666667,,
dqn,2026,155,1312,-10.03,3,0,1,0.9792266666666667,,
dqn,2026,156,1327,-10.15,15,0,1,0.9789891666666667,,
dqn,2026,157,1329,-10.02,2,0,1,0.9789575,,
dqn,2026,158,1331,-10.02,2,0,1,0.9789258333333334,,
dqn,2026,159,1343,-10.12,12,0,1,0.9787358333333334,,
dqn,2026,160,1367,-10.24,24,0,1,0.9783558333333333,,
dqn,2026,161,1379,-10.12,12,0,1,0.9781658333333333,,
dqn,2026,162,1383,-10.04,4,0,1,0.9781025,,
dqn,2026,163,1393,-10.1,10,0,1,0.9779441666666666,,
dqn,2026,164,1409,-10.16,16,0,1,0.9776908333333333,,
dqn,2026,165,1430,-10.209999999999999,21,0,1,0.9773583333333333,,
dqn,2026,166,1438,-10.08,8,0,1,0.9772316666666667,,
dqn,2026,167,1458,-10.2,20,0,1,0.976915,,
dqn,2026,168,1463,-10.049999999999999,5,0,1,0.9768358333333333,,
dqn,2026,169,1469,-10.06,6,0,1,0.9767408333333334,,
dqn,2026,170,1474,-10.049999999999999,5,0,1,0.9766616666666667,,
dqn,2026,171,1482,-10.08,8,0,1,0.976535,,
dqn,2026,172,1495,-10.129999999999999,13,0,1,0.9763291666666667,,
dqn,2026,173,1506,-10.11,11,0,1,0.976155,,
dqn,2026,174,1529,-10.23,23,0,1,0.9757908333333334,,
dqn,2026,175,1535,-10.06,6,0,1,0.9756958333333333,,
dqn,2026,176,1538,-10.03,3,0,1,0.9756483333333333,,
dqn,2026,177,1541,-10.03,3,0,1,0.9756008333333334,,
dqn,2026,178,1545,-10.04,4,0,1,0.9755375,,
dqn,2026,179,1567,-10.22,22,0,1,0.9751891666666667,,
dqn,2026,180,1574,-10.07,7,0,1,0.9750783333333334,,
dqn,2026,181,1576,-10.02,2,0,1,0.9750466666666666,,
dqn,2026,182,1580,-10.04,4,0,1,0.9749833333333333,,
dqn,2026,183,1612,-10.32,32,0,1,0.9744766666666667,,
dqn,2026,184,1617,-10.049999999999999,5,0,1,0.9743975,,
dqn,2026,185,1620,-10.03,3,0,1,0.97435,,
dqn,2026,186,1626,-10.06,6,0,1,0.974255,,
dqn,2026,187,1632,-10.06,6,0,1,0.97416,,
dqn,2026,188,1636,-10.04,4,0,1,0.9740966666666666,,
dqn,2026,189,1648,-10.12,12,0,1,0.9739066666666667,,
dqn,2026,190,1649,-10.01,1,0,1,0.9738908333333334,,
dqn,2026,191,1658,-10.09,9,0,1,0.9737483333333333,,
dqn,2026,192,1673,-10.15,15,0,1,0.9735108333333333,,
dqn,2026,193,1705,-10.32,32,0,1,0.9730041666666667,,
dqn,2026,194,1710,-10.049999999999999,5,0,1,0.972925,,
dqn,2026,195,1717,-10.07,7,0,1,0.9728141666666666,,
dqn,2026,196,1737,-10.2,20,0,1,0.9724975,,
dqn,2026,197,1740,-10.03,3,0,1,0.97245,,
dqn,2026,198,1742,-10.02,2,0,1,0.9724183333333334,,
dqn,2026,199,1744,-10.02,2,0,1,0.9723866666666666,,
dqn,2026,200,1745,-10.01,1,0,1,0.9723708333333333,,
dqn,2026,201,1748,-10.03,3,0,1,0.9723233333333333,,
dqn,2026,202,1750,-10.02,2,0,1,0.9722916666666667,,
dqn,2026,203,1761,-10.11,11,0,1,0.9721175,,
dqn,2026,204,1771,-10.1,10,0,1,0.9719591666666667,,
dqn,2026,205,1781,-10.1,10,0,1,0.9718008333333333,,
dqn,2026,206,1783,-10.02,2,0,1,0.9717691666666667,,
dqn,2026,207,1792,-10.09,9,0,1,0.9716266666666666,,
dqn,2026,208,1802,-10.1,10,0,1,0.9714683333333334,,
dqn,2026,209,1803,-10.01,1,0,1,0.9714525,,
dqn,2026,210,1805,-10.02,2,0,1,0.9714208333333333,,
dqn,2026,211,1827,-10.22,22,0,1,0.9710725,,
dqn,2026,212,1846,-10.19,19,0,1,0.9707716666666667,,
dqn,2026,213,1854,-10.08,8,0,1,0.970645,,
dqn,2026,214,1863,-10.09,9,0,1,0.9705025,,
dqn,2026,215,1865,-10.02,2,0,1,0.9704708333333333,,
dqn,2026,216,1873,-10.08,8,0,1,0.9703441666666667,,
dqn,2026,217,1880,-10.07,7,0,1,0.9702333333333333,,
dqn,2026,218,1882,-10.02,2,0,1,0.9702016666666666,,
dqn,2026,219,1892,-10.1,10,0,1,0.9700433333333334,,
dqn,2026,220,1911,-10.19,19,0,1,0.9697425,,
dqn,2026,221,1913,-10.02,2,0,1,0.9697108333333333,,
dqn,2026,222,1923,-10.1,10,0,1,0.9695525,,
dqn,2026,223,1948,-10.25,25,0,1,0.9691566666666667,,
dqn,2026,224,1951,-10.03,3,0,1,0.9691091666666667,,
dqn,2026,225,1960,-10.09,9,0,1,0.9689666666666666,,
dqn,2026,226,1977,-10.17,17,0,1,0.9686975,,
dqn,2026,227,1987,-10.1,10,0,1,0.9685391666666666,,
dqn,2026,228,2007,-10.2,20,0,1,0.9682225,1.2714117169380188,-0.0019340002909302711
dqn,2026,229,2008,-10.01,1,0,1,0.9682066666666667,1.3178629875183105,-0.048803262412548065
dqn,2026,230,2013,-10.049999999999999,5,0,1,0.9681275,0.7296140193939209,-0.06562909483909607
dqn,2026,231,2017,-10.04,4,0,1,0.9680641666666666,0.44698819518089294,-0.11131040006875992
dqn,2026,232,2019,-10.02,2,0,1,0.9680325,,
dqn,2026,233,2028,-10.09,9,0,1,0.96789,0.9583304127057394,-0.14059412479400635
dqn,2026,234,2029,-10.01,1,0,1,0.9678741666666667,,
dqn,2026,235,2062,-10.33,33,0,1,0.9673516666666667,1.0627536550164223,-0.23077788949012756
dqn,2026,236,2066,-10.04,4,0,1,0.9672883333333333,1.2655317783355713,-0.12235059589147568
dqn,2026,237,2103,-10.37,37,0,1,0.9667025,1.1786932150522869,-0.22179852591620552
dqn,2026,238,2110,-10.07,7,0,1,0.9665916666666666,1.593700110912323,-0.33725596964359283
dqn,2026,239,2131,-10.209999999999999,21,0,1,0.9662591666666667,0.8656223595142365,-0.2629121959209442
dqn,2026,240,2149,-10.18,18,0,1,0.9659741666666667,0.9175058126449585,-0.11982595473527909
dqn,2026,241,2154,-10.049999999999999,5,0,1,0.965895,1.1332074403762817,-0.10545678436756134
dqn,2026,242,2162,-10.08,8,0,1,0.9657683333333333,1.0260073840618134,-0.18094422668218613
dqn,2026,243,2166,-10.04,4,0,1,0.965705,1.3612935543060303,-0.25919127464294434
dqn,2026,244,2171,-10.049999999999999,5,0,1,0.9656258333333333,1.2536119222640991,-0.30891236662864685
dqn,2026,245,2174,-10.03,3,0,1,0.9655783333333333,0.5809710025787354,-0.2969290614128113
dqn,2026,246,2177,-10.03,3,0,1,0.9655308333333333,1.2818272113800049,-0.4226403832435608
dqn,2026,247,2179,-10.02,2,0,1,0.9654991666666667,,
dqn,2026,248,2186,-10.07,7,0,1,0.9653883333333333,1.218253254890442,-0.3889673948287964
dqn,2026,249,2189,-10.03,3,0,1,0.9653408333333333,1.5038056373596191,-0.44896435737609863
dqn,2026,250,2204,-10.15,15,0,1,0.9651033333333333,0.9780390858650208,-0.3988209590315819
dqn,2026,251,2206,-10.02,2,0,1,0.9650716666666667,,
dqn,2026,252,2208,-10.02,2,0,1,0.96504,0.7741785049438477,-0.28017497062683105
dqn,2026,253,2219,-10.11,11,0,1,0.9648658333333333,0.7247693538665771,-0.28652115166187286
dqn,2026,254,2227,-10.08,8,0,1,0.9647391666666667,0.8691123723983765,-0.28080299496650696
dqn,2026,255,2233,-10.06,6,0,1,0.9646441666666666,0.7191894054412842,-0.3017117977142334
dqn,2026,256,2238,-10.049999999999999,5,0,1,0.964565,0.47948113083839417,-0.27543532848358154
dqn,2026,257,2240,-10.02,2,0,1,0.9645333333333334,0.4045356512069702,-0.17257025837898254
dqn,2026,258,2247,-10.07,7,0,1,0.9644225,0.49168699979782104,-0.2580409049987793
dqn,2026,259,2250,-10.03,3,0,1,0.964375,0.8794959187507629,-0.44869500398635864
dqn,2026,260,2267,-10.17,17,0,1,0.9641058333333333,0.8978672921657562,-0.6224424988031387
dqn,2026,261,2278,-10.11,11,0,1,0.9639316666666666,0.8819150924682617,-0.6876707772413889
dqn,2026,262,2289,-10.11,11,0,1,0.9637575,0.7976433436075846,-0.370087871948878
dqn,2026,263,2294,-10.049999999999999,5,0,1,0.9636783333333333,0.8267672061920166,-0.4935099184513092
dqn,2026,264,2300,-10.06,6,0,1,0.9635833333333333,0.7289613485336304,-0.7562271952629089
dqn,2026,265,2308,-10.08,8,0,1,0.9634566666666666,0.7341219186782837,-1.0791719555854797
dqn,2026,266,2313,-10.049999999999999,5,0,1,0.9633775,0.5896797776222229,-1.5577411651611328
dqn,2026,267,2316,-10.03,3,0,1,0.96333,1.0856056213378906,-1.407005786895752
dqn,2026,268,2339,-10.23,23,0,1,0.9629658333333333,0.8022171020507812,-1.210336196422577
dqn,2026,269,2346,-10.07,7,0,1,0.962855,0.6759169697761536,-0.4982081353664398
dqn,2026,270,2352,-10.06,6,0,1,0.9627600000000001,0.44285114109516144,-0.769874781370163
dqn,2026,271,2377,-10.25,25,0,1,0.9623641666666667,0.4533350095152855,-1.2043297092119853
dqn,2026,272,2390,-10.129999999999999,13,0,1,0.9621583333333333,0.5121400852998098,-0.6124405463536581
dqn,2026,273,2446,-10.56,56,0,1,0.9612716666666666,0.46807175661836353,-0.8733306378126144
dqn,2026,274,2506,-10.6,60,0,1,0.9603216666666666,0.3746725916862488,-0.7797214051087697
dqn,2026,275,2511,-10.049999999999999,5,0,1,0.9602425,0.3938716650009155,-1.0028841495513916
dqn,2026,276,2520,-10.09,9,0,1,0.9601,0.4608073929945628,-0.8853103915850321
dqn,2026,277,2526,-10.06,6,0,1,0.960005,0.2944933772087097,-1.2281619310379028
dqn,2026,278,2532,-10.06,6,0,1,0.95991,0.4679073616862297,-0.7087268531322479
dqn,2026,279,2541,-10.09,9,0,1,0.9597675,0.4952666759490967,-0.8837573826313019
dqn,2026,280,2543,-10.02,2,0,1,0.9597358333333333,,
dqn,2026,281,2565,-10.22,22,0,1,0.9593875,0.2879894400636355,-0.9134362488985062
dqn,2026,282,2568,-10.03,3,0,1,0.95934,0.6060099005699158,-0.6395269632339478
dqn,2026,283,2577,-10.09,9,0,1,0.9591975,0.46250931918621063,-0.5364199429750443
dqn,2026,284,2580,-10.03,3,0,1,0.95915,0.38374146819114685,-1.4020493030548096
dqn,2026,285,2583,-10.03,3,0,1,0.9591025,,
dqn,2026,286,2657,-10.74,74,0,1,0.9579308333333333,0.3933895255782102,-0.6877542828258715
dqn,2026,287,2666,-10.09,9,0,1,0.9577883333333334,0.444860115647316,-0.8710030615329742
dqn,2026,288,2682,-10.16,16,0,1,0.957535,0.286729353480041,-1.0504639074206352
dqn,2026,289,2685,-10.03,3,0,1,0.9574875,0.3367384076118469,-0.6894415020942688
dqn,2026,290,2687,-10.02,2,0,1,0.9574558333333333,,
dqn,2026,291,2692,-10.049999999999999,5,0,1,0.9573766666666667,0.2795967757701874,-0.7519085705280304
dqn,2026,292,2698,-10.06,6,0,1,0.9572816666666667,0.09957782924175262,-0.5724936723709106
dqn,2026,293,2706,-10.08,8,0,1,0.957155,0.24014423042535782,-1.0094310194253922
dqn,2026,294,2719,-10.129999999999999,13,0,1,0.9569491666666666,0.39028316736221313,-0.9614396095275879
dqn,2026,295,2722,-10.03,3,0,1,0.9569016666666667,0.2320924997329712,-0.9368264675140381
dqn,2026,296,2731,-10.09,9,0,1,0.9567591666666667,0.4026851952075958,-1.3666613101959229
dqn,2026,297,2733,-10.02,2,0,1,0.9567275,0.20039339363574982,-1.2581838369369507
dqn,2026,298,2746,-10.129999999999999,13,0,1,0.9565216666666667,0.4969662030537923,-0.8951098521550497
dqn,2026,299,2748,-10.02,2,0,1,0.95649,0.04117363318800926,-0.23587368428707123
dqn,2026,300,2754,-10.06,6,0,1,0.956395,0.5041038990020752,-0.9670979976654053
dqn,2026,301,2780,-10.26,26,0,1,0.9559833333333333,0.3011361871446882,-0.6245377915246146
dqn,2026,302,2803,-10.23,23,0,1,0.9556191666666667,0.225478857755661,-1.0497877478599549
dqn,2026,303,2815,-10.12,12,0,1,0.9554291666666667,0.17964121202627817,-0.7673474748929342
dqn,2026,304,2818,-10.03,3,0,1,0.9553816666666667,0.1749420315027237,-0.7605607509613037
dqn,2026,305,2820,-10.02,2,0,1,0.95535,0.1904970407485962,-1.1928672790527344
dqn,2026,306,2830,-10.1,10,0,1,0.9551916666666667,0.4840942583978176,-0.9962102174758911
dqn,2026,307,2832,-10.02,2,0,1,0.95516,0.7832348346710205,-0.6519230008125305
dqn,2026,308,2847,-10.15,15,0,1,0.9549225,0.3733426034450531,-0.7700682679812113
dqn,2026,309,2866,-10.19,19,0,1,0.9546216666666667,0.5411374151706696,-0.9634283423423767
dqn,2026,310,2871,-10.049999999999999,5,0,1,0.9545425,0.308869868516922,-0.6597158908843994
dqn,2026,311,2880,-10.09,9,0,1,0.9544,0.3136710226535797,-0.5566538572311401
dqn,2026,312,2883,-10.03,3,0,1,0.9543525,,
dqn,2026,313,2893,-10.1,10,0,1,0.9541941666666667,0.21082651118437448,-0.5781990587711334
dqn,2026,314,2895,-10.02,2,0,1,0.9541625,,
dqn,2026,315,2899,-10.04,4,0,1,0.9540991666666667,0.05105118080973625,-0.8661973476409912
dqn,2026,316,2906,-10.07,7,0,1,0.9539883333333333,0.12144778296351433,-0.6304445564746857
dqn,2026,317,2911,-10.049999999999999,5,0,1,0.9539091666666667,0.44506871700286865,-0.7918500900268555
dqn,2026,318,2931,-10.2,20,0,1,0.9535925,0.3312621355056763,-0.941332745552063
dqn,2026,319,2948,-10.17,17,0,1,0.9533233333333333,0.4067776739597321,-0.7242386221885682
dqn,2026,320,2970,-10.22,22,0,1,0.952975,0.3115193575620651,-0.8865602254867554
dqn,2026,321,2977,-10.07,7,0,1,0.9528641666666666,0.2260410338640213,-0.9129406213760376
dqn,2026,322,2998,-10.209999999999999,21,0,1,0.9525316666666667,0.23374921083450317,-0.8118663132190704
dqn,2026,323,3004,-10.06,6,0,1,0.9524366666666667,0.33960799127817154,-0.9471684098243713
dqn,2026,324,3009,-10.049999999999999,5,0,1,0.9523575,0.11150044947862625,-0.787469208240509
dqn,2026,325,3010,-10.01,1,0,1,0.9523416666666666,,
dqn,2026,326,3015,-10.049999999999999,5,0,1,0.9522625,0.15047717094421387,-0.43084827065467834
dqn,2026,327,3026,-10.11,11,0,1,0.9520883333333333,0.15201939083635807,-0.6658871372540792
dqn,2026,328,3037,-10.11,11,0,1,0.9519141666666666,0.335308276116848,-0.709934244553248
dqn,2026,329,3062,-10.25,25,0,1,0.9515183333333334,0.3014342791090409,-0.9116168220837911
dqn,2026,330,3064,-10.02,2,0,1,0.9514866666666667,0.409010648727417,-1.1468970775604248
dqn,2026,331,3071,-10.07,7,0,1,0.9513758333333333,0.19081474840641022,-0.5599191188812256
dqn,2026,332,3075,-10.04,4,0,1,0.9513125,0.12756381928920746,-0.372252881526947
dqn,2026,333,3080,-10.049999999999999,5,0,1,0.9512333333333334,0.2520441971719265,-0.612424835562706
dqn,2026,334,3086,-10.06,6,0,1,0.9511383333333333,0.13801051676273346,-0.6285691261291504
dqn,2026,335,3088,-10.02,2,0,1,0.9511066666666667,0.5729626417160034,-0.6376345157623291
dqn,2026,336,3112,-10.24,24,0,1,0.9507266666666667,0.36414869005481404,-0.8714343756437302
dqn,2026,337,3126,-10.14,14,0,1,0.950505,0.23087205489476523,-0.6913816134134928
dqn,2026,338,3133,-10.07,7,0,1,0.9503941666666667,0.30031417310237885,-0.3605307936668396
dqn,2026,339,3143,-10.1,10,0,1,0.9502358333333334,0.4491092637181282,-0.6561026871204376
dqn,2026,340,3153,-10.1,10,0,1,0.9500775,0.3447239100933075,-0.8314887483914694
dqn,2026,341,3191,-10.38,38,0,1,0.9494758333333333,0.341167240196632,-0.7563612129953172
dqn,2026,342,3193,-10.02,2,0,1,0.9494441666666666,0.10810744017362595,-1.9178297519683838
dqn,2026,343,3197,-10.04,4,0,1,0.9493808333333333,0.028581496328115463,-0.9971060752868652
dqn,2026,344,3234,-10.37,37,0,1,0.948795,0.3336600967579418,-0.6741009636057748
dqn,2026,345,3239,-10.049999999999999,5,0,1,0.9487158333333333,0.13062699139118195,-1.1876412630081177
dqn,2026,346,3241,-10.02,2,0,1,0.9486841666666667,0.1889718770980835,-0.5947888493537903
dqn,2026,347,3243,-10.02,2,0,1,0.9486525,,
dqn,2026,348,3249,-10.06,6,0,1,0.9485575,0.2451377436518669,-0.937027096748352
dqn,2026,349,3268,-10.19,19,0,1,0.9482566666666666,0.33624829202890394,-0.6550935745239258
dqn,2026,350,3271,-10.03,3,0,1,0.9482091666666667,,
dqn,2026,351,3277,-10.06,6,0,1,0.9481141666666667,0.20855839550495148,-1.1833055317401886
dqn,2026,352,3286,-10.09,9,0,1,0.9479716666666667,0.3998420871794224,-0.7906726896762848
dqn,2026,353,3292,-10.06,6,0,1,0.9478766666666667,0.14588411524891853,-0.6625346541404724
dqn,2026,354,3296,-10.04,4,0,1,0.9478133333333333,0.17380563914775848,-0.44170746207237244
dqn,2026,355,3299,-10.03,3,0,1,0.9477658333333333,,
dqn,2026,356,3301,-10.02,2,0,1,0.9477341666666667,0.2751231789588928,-0.8441513180732727
dqn,2026,357,3308,-10.07,7,0,1,0.9476233333333334,0.15522370487451553,-0.4713374450802803
dqn,2026,358,3316,-10.08,8,0,1,0.9474966666666667,0.4580070823431015,-1.0976873338222504
dqn,2026,359,3319,-10.03,3,0,1,0.9474491666666667,,
dqn,2026,360,3328,-10.09,9,0,1,0.9473066666666666,0.2634458194176356,-0.9874721566836039
